month,country,type,demand,demand_TWh
2024-11,DK,power,17075.291666666668,1.7075291666666667e-05
2024-12,DK,power,17131.166666666668,1.713116666666667e-05
2025-01,DK,power,4749.525,4.749524999999999e-06
2015-01,DK,total,4117537042.0,4.117537042
2015-02,DK,total,3878075491.0,3.878075491
2015-03,DK,total,3330259836.0,3.330259836
2015-04,DK,total,2382031496.0,2.382031496
2015-05,DK,total,1886311051.0,1.886311051
2015-06,DK,total,1536463197.0,1.536463197
2015-07,DK,total,994493914.0,0.994493914
2015-08,DK,total,1272614526.0,1.272614526
2015-09,DK,total,1619801119.0,1.619801119
2015-10,DK,total,2576202919.0,2.576202919
2015-11,DK,total,3002303121.0,3.002303121
2015-12,DK,total,3112697718.0,3.112697718
2016-01,DK,total,4819233834.0,4.819233834
2016-02,DK,total,3680045379.0,3.680045379
2016-03,DK,total,3452899394.0,3.452899394
2016-04,DK,total,2649809864.0,2.649809864
2016-05,DK,total,1520703541.0,1.520703541
2016-06,DK,total,1367284773.0,1.367284773
2016-07,DK,total,1088170303.0,1.088170303
2016-08,DK,total,1240352672.0,1.240352672
2016-09,DK,total,1293871201.0,1.293871201
2016-10,DK,total,2560868088.0,2.560868088
2016-11,DK,total,3986808853.0,3.986808853
2016-12,DK,total,3693978896.0,3.693978896
2017-01,DK,total,4483947939.0,4.483947939
2017-02,DK,total,3894871654.0,3.894871654
2017-03,DK,total,3510003059.0,3.510003059
2017-04,DK,total,2605838979.0,2.605838979
2017-05,DK,total,1722432302.0,1.722432302
2017-06,DK,total,1318748885.0,1.318748885
2017-07,DK,total,1112226742.0,1.112226742
2017-08,DK,total,1306820833.0,1.306820833
2017-09,DK,total,1665051980.0,1.66505198
2017-10,DK,total,2053363391.0,2.053363391
2017-11,DK,total,3032912994.0,3.032912994
2017-12,DK,total,3402667812.0,3.402667812
2018-01,DK,total,4156028550.0,4.15602855
2018-02,DK,total,4290611682.0,4.290611682
2018-03,DK,total,4311347919.0,4.311347919
2018-04,DK,total,2192381331.0,2.192381331
2018-05,DK,total,1425508440.0,1.42550844
2018-06,DK,total,1158314496.0,1.158314496
2018-07,DK,total,1007209600.0,1.0072096
2018-08,DK,total,1337098157.0,1.337098157
2018-09,DK,total,1568096598.0,1.568096598
2018-10,DK,total,2215626318.0,2.215626318
2018-11,DK,total,3189876926.0,3.189876926
2018-12,DK,total,3414075789.0,3.414075789
2019-01,DK,total,4118758256.0,4.118758256
2019-02,DK,total,3118599805.0,3.118599805
2019-03,DK,total,3005621893.0,3.005621893
2019-04,DK,total,2105863413.0,2.105863413
2019-05,DK,total,1942728725.0,1.942728725
2019-06,DK,total,1317631640.0,1.31763164
2019-07,DK,total,1284746568.0,1.284746568
2019-08,DK,total,1500219071.0,1.500219071
2019-09,DK,total,1685802654.0,1.685802654
2019-10,DK,total,2599070384.0,2.599070384
2019-11,DK,total,3144405637.0,3.144405637
2019-12,DK,total,3107647950.0,3.10764795
2020-01,DK,total,2977608061.0,2.977608061
2020-02,DK,total,2964519184.0,2.964519184
2020-03,DK,total,2837871226.0,2.837871226
2020-04,DK,total,2124760425.0,2.124760425
2020-05,DK,total,1745957582.0,1.745957582
2020-06,DK,total,1500184876.0,1.500184876
2020-07,DK,total,1240129816.0,1.240129816
2020-08,DK,total,1203745226.0,1.203745226
2020-09,DK,total,1562330057.0,1.562330057
2020-10,DK,total,2123710332.0,2.123710332
2020-11,DK,total,2650772518.0,2.650772518
2020-12,DK,total,3284343004.0,3.284343004
2021-01,DK,total,3929393926.0,3.929393926
2021-02,DK,total,3782949145.0,3.782949145
2021-03,DK,total,3044209172.0,3.044209172
2021-04,DK,total,2386018954.0,2.386018954
2021-05,DK,total,1914299756.0,1.914299756
2021-06,DK,total,1296946202.0,1.296946202
2021-07,DK,total,1014638272.0,1.014638272
2021-08,DK,total,1312409691.0,1.312409691
2021-09,DK,total,1442502474.0,1.442502474
2021-10,DK,total,1872581446.0,1.872581446
2021-11,DK,total,2475210937.0,2.475210937
2021-12,DK,total,3274862046.0,3.274862046
2022-01,DK,total,2922252420.0,2.92225242
2022-02,DK,total,2474846044.0,2.474846044
2022-03,DK,total,2521054702.0,2.521054702
2022-04,DK,total,1797966876.0,1.797966876
2022-05,DK,total,1325057618.0,1.325057618
2022-06,DK,total,1147367692.0,1.147367692
2022-07,DK,total,855383966.0,0.855383966
2022-08,DK,total,895492504.0,0.895492504
2022-09,DK,total,1035218757.0,1.035218757
2022-10,DK,total,1312555634.0,1.312555634
2022-11,DK,total,1773108969.0,1.773108969
2022-12,DK,total,2740703207.0,2.740703207
2023-01,DK,total,2505263222.0,2.505263222
2023-02,DK,total,2305017766.0,2.305017766
2023-03,DK,total,2330806429.0,2.330806429
2023-04,DK,total,1605626306.0,1.605626306
2023-05,DK,total,1207921051.0,1.207921051
2023-06,DK,total,1049168315.0,1.049168315
2023-07,DK,total,948366787.0,0.948366787
2023-08,DK,total,1198778436.0,1.198778436
2023-09,DK,total,1040858528.0,1.040858528
2023-10,DK,total,1656415786.0,1.656415786
2023-11,DK,total,2420889976.0,2.420889976
2023-12,DK,total,2652665657.0,2.652665657
2024-01,DK,total,3458034494.0,3.458034494
2024-02,DK,total,2307659919.0,2.307659919
2024-03,DK,total,2181306680.0,2.18130668
2024-04,DK,total,1841009804.0,1.841009804
2024-05,DK,total,1102933542.0,1.102933542
2024-06,DK,total,1097596118.0,1.097596118
2024-07,DK,total,824431416.0,0.824431416
2024-08,DK,total,973402560.0,0.97340256
2024-09,DK,total,1157715548.0,1.157715548
2024-10,DK,total,1656656453.0,1.656656453
2024-11,DK,total,2289861446.0,2.289861446
2024-12,DK,total,2457035701.0,2.457035701
2025-01,DK,total,770837730.0,0.77083773
2018-12,EE,power,2.0,2e-09
2019-01,EE,power,90.38333333333334,9.038333333333334e-08
2019-02,EE,power,84.575,8.4575e-08
2019-03,EE,power,94.36666666666667,9.436666666666667e-08
2019-04,EE,power,89.50833333333334,8.950833333333334e-08
2019-05,EE,power,87.90833333333333,8.790833333333334e-08
2019-06,EE,power,88.525,8.852500000000001e-08
2019-07,EE,power,87.4,8.74e-08
2019-08,EE,power,94.00833333333334,9.400833333333335e-08
2019-09,EE,power,132.275,1.32275e-07
2019-10,EE,power,194.70833333333331,1.9470833333333331e-07
2019-11,EE,power,175.68333333333334,1.7568333333333334e-07
2019-12,EE,power,171.5768115942029,1.7157681159420288e-07
2020-01,EE,power,179.36666666666667,1.7936666666666668e-07
2020-02,EE,power,167.875,1.67875e-07
2020-03,EE,power,178.17499999999998,1.78175e-07
2020-04,EE,power,175.95,1.7594999999999998e-07
2020-05,EE,power,179.25,1.7925e-07
2020-06,EE,power,177.67499999999998,1.7767499999999998e-07
2020-07,EE,power,182.38333333333333,1.8238333333333332e-07
2020-08,EE,power,164.33333333333331,1.643333333333333e-07
2020-09,EE,power,178.08333333333331,1.780833333333333e-07
2020-10,EE,power,179.225,1.79225e-07
2020-11,EE,power,173.35,1.7335e-07
2020-12,EE,power,182.95833333333331,1.829583333333333e-07
2021-01,EE,power,176.95833333333331,1.769583333333333e-07
2021-02,EE,power,163.40833333333333,1.6340833333333332e-07
2021-03,EE,power,183.75833333333333,1.837583333333333e-07
2021-04,EE,power,175.19166666666666,1.7519166666666666e-07
2021-05,EE,power,172.55833333333334,1.7255833333333334e-07
2021-06,EE,power,177.11666666666665,1.7711666666666664e-07
2021-07,EE,power,182.13333333333333,1.8213333333333332e-07
2021-08,EE,power,180.70833333333331,1.8070833333333332e-07
2021-09,EE,power,172.75,1.7275e-07
2021-10,EE,power,150.01666666666665,1.5001666666666664e-07
2021-11,EE,power,143.475,1.43475e-07
2021-12,EE,power,159.99166666666665,1.5999166666666665e-07
2022-01,EE,power,153.225,1.53225e-07
2022-02,EE,power,134.25833333333333,1.3425833333333333e-07
2022-03,EE,power,148.69166666666666,1.4869166666666665e-07
2022-04,EE,power,340.05833333333334,3.4005833333333333e-07
2022-05,EE,power,117.80833333333334,1.1780833333333333e-07
2022-06,EE,power,151.55833333333334,1.5155833333333333e-07
2022-07,EE,power,204.05,2.0405e-07
2022-08,EE,power,264.52500000000003,2.64525e-07
2022-09,EE,power,249.41666666666666,2.4941666666666665e-07
2022-10,EE,power,330.325,3.30325e-07
2022-11,EE,power,370.25,3.7025e-07
2022-12,EE,power,418.71666666666664,4.1871666666666666e-07
2023-01,EE,power,398.5833333333333,3.9858333333333333e-07
2023-02,EE,power,365.9083333333333,3.659083333333333e-07
2023-03,EE,power,394.35,3.9435000000000003e-07
2023-04,EE,power,333.6478260869565,3.3364782608695654e-07
2023-05,EE,power,258.2916666666667,2.582916666666667e-07
2023-06,EE,power,111.69166666666666,1.1169166666666666e-07
2023-07,EE,power,188.75,1.8875e-07
2023-08,EE,power,220.625,2.20625e-07
2023-09,EE,power,299.5,2.995e-07
2023-10,EE,power,317.225,3.17225e-07
2023-11,EE,power,359.69166666666666,3.5969166666666667e-07
2023-12,EE,power,401.06666666666666,4.0106666666666666e-07
2024-01,EE,power,368.35,3.6835000000000004e-07
2024-02,EE,power,253.89166666666665,2.5389166666666667e-07
2024-03,EE,power,388.875,3.88875e-07
2024-04,EE,power,304.81666666666666,3.048166666666667e-07
2024-05,EE,power,87.35833333333333,8.735833333333334e-08
2024-06,EE,power,146.55833333333334,1.4655833333333335e-07
2024-07,EE,power,129.81666666666666,1.2981666666666666e-07
2024-08,EE,power,161.175,1.61175e-07
2024-09,EE,power,121.91666666666667,1.2191666666666668e-07
2024-10,EE,power,288.80833333333334,2.8880833333333334e-07
2024-11,EE,power,322.34999999999997,3.2234999999999997e-07
2024-12,EE,power,317.93333333333334,3.1793333333333336e-07
2025-01,EE,power,104.91666666666667,1.0491666666666667e-07
2019-01,EE,total,787415582.08,0.7874155820800001
2019-02,EE,total,567217244.02,0.56721724402
2019-03,EE,total,562412562.97,0.56241256297
2019-04,EE,total,354878935.91,0.35487893591
2019-05,EE,total,274263692.75,0.27426369275
2019-06,EE,total,173473147.21,0.17347314721
2019-07,EE,total,190935405.08,0.19093540508
2019-08,EE,total,204047730.35,0.20404773034999998
2019-09,EE,total,242911641.1,0.2429116411
2019-10,EE,total,371446679.35,0.37144667935000003
2019-11,EE,total,475508232.32,0.47550823232
2019-12,EE,total,568886278.5600001,0.5688862785600001
2020-01,EE,total,544669794.7,0.5446697947000001
2020-02,EE,total,502116780.69,0.50211678069
2020-03,EE,total,507323573.51,0.50732357351
2020-04,EE,total,399038202.94,0.39903820294
2020-05,EE,total,280506260.38,0.28050626038
2020-06,EE,total,185877545.69,0.18587754569
2020-07,EE,total,189922579.583,0.18992257958300002
2020-08,EE,total,209030794.134,0.209030794134
2020-09,EE,total,238691611.146,0.238691611146
2020-10,EE,total,315425687.986,0.315425687986
2020-11,EE,total,433856472.0,0.433856472
2020-12,EE,total,617875968.09,0.61787596809
2021-01,EE,total,699438770.01,0.69943877001
2021-02,EE,total,752316860.55,0.7523168605499999
2021-03,EE,total,578794329.59,0.57879432959
2021-04,EE,total,391654578.78,0.39165457878
2021-05,EE,total,280513609.428,0.28051360942799997
2021-06,EE,total,173015339.466,0.17301533946599998
2021-07,EE,total,166886401.935,0.166886401935
2021-08,EE,total,210821280.653,0.210821280653
2021-09,EE,total,271134679.53000003,0.27113467953000003
2021-10,EE,total,324199858.997,0.324199858997
2021-11,EE,total,453275692.32,0.45327569232
2021-12,EE,total,768246385.19,0.7682463851900001
2022-01,EE,total,651208155.43,0.65120815543
2022-02,EE,total,518330025.96,0.51833002596
2022-03,EE,total,491460547.58,0.49146054757999996
2022-04,EE,total,330190178.324,0.330190178324
2022-05,EE,total,220685267.919,0.220685267919
2022-06,EE,total,149654157.078,0.149654157078
2022-07,EE,total,133151725.392,0.13315172539200001
2022-08,EE,total,137972311.79,0.13797231179
2022-09,EE,total,161269252.825,0.161269252825
2022-10,EE,total,201689488.842,0.201689488842
2022-11,EE,total,321283834.329,0.321283834329
2022-12,EE,total,453202478.293,0.453202478293
2023-01,EE,total,419456032.127,0.419456032127
2023-02,EE,total,370727483.723,0.370727483723
2023-03,EE,total,409558352.547,0.409558352547
2023-04,EE,total,254515229.187,0.254515229187
2023-05,EE,total,180518564.306,0.180518564306
2023-06,EE,total,131583098.07,0.13158309807
2023-07,EE,total,128620963.37900001,0.128620963379
2023-08,EE,total,139438778.167,0.13943877816699998
2023-09,EE,total,131745048.014,0.131745048014
2023-10,EE,total,316674788.199,0.316674788199
2023-11,EE,total,393998996.68299997,0.393998996683
2023-12,EE,total,545821446.16,0.54582144616
2024-01,EE,total,734446822.89,0.73444682289
2024-02,EE,total,471443954.15,0.47144395414999996
2024-03,EE,total,362984048.24300003,0.362984048243
2024-04,EE,total,347331387.61,0.34733138761000004
2024-05,EE,total,170896409.143,0.170896409143
2024-06,EE,total,125985211.304,0.125985211304
2024-07,EE,total,122973234.812,0.12297323481200001
2024-08,EE,total,126847861.223,0.126847861223
2024-09,EE,total,133377311.323,0.133377311323
2024-10,EE,total,246704765.873,0.246704765873
2024-11,EE,total,359050551.467,0.359050551467
2024-12,EE,total,483416161.07,0.48341616107
2025-01,EE,total,143289712.82,0.14328971282
2018-12,ES,power,11202.0,1.1202e-05
2019-01,ES,power,460493.75,0.00046049375
2019-02,ES,power,378514.0,0.000378514
2019-03,ES,power,366174.75,0.00036617475
2019-04,ES,power,408852.6666666667,0.00040885266666666666
2019-05,ES,power,508782.5833333333,0.0005087825833333333
2019-06,ES,power,603232.5833333333,0.0006032325833333332
2019-07,ES,power,760999.6666666666,0.0007609996666666666
2019-08,ES,power,755358.4166666666,0.0007553584166666666
2019-09,ES,power,623047.9166666666,0.0006230479166666667
2019-10,ES,power,646789.5,0.0006467895
2019-11,ES,power,502503.25,0.00050250325
2019-12,ES,power,406522.6359649123,0.0004065226359649123
2020-01,ES,power,457594.4166666666,0.00045759441666666663
2020-02,ES,power,367369.75,0.00036736975
2020-03,ES,power,278721.0833333333,0.0002787210833333333
2020-04,ES,power,277499.75,0.00027749975
2020-05,ES,power,312380.9963768116,0.0003123809963768116
2020-06,ES,power,446469.0833333333,0.0004464690833333333
2020-07,ES,power,645311.75,0.00064531175
2020-08,ES,power,576803.0,0.000576803
2020-09,ES,power,545326.4166666666,0.0005453264166666666
2020-10,ES,power,401604.4166666666,0.0004016044166666666
2020-11,ES,power,437523.8333333333,0.0004375238333333333
2020-12,ES,power,384374.8333333333,0.0003843748333333333
2021-01,ES,power,358440.3333333333,0.00035844033333333334
2021-02,ES,power,231185.83333333334,0.00023118583333333335
2021-03,ES,power,311341.9166666667,0.0003113419166666667
2021-04,ES,power,411688.0833333333,0.0004116880833333333
2021-05,ES,power,335847.9166666667,0.0003358479166666667
2021-06,ES,power,433567.0,0.000433567
2021-07,ES,power,426853.0833333333,0.00042685308333333333
2021-08,ES,power,443383.0,0.000443383
2021-09,ES,power,523294.5833333333,0.0005232945833333333
2021-10,ES,power,476759.4166666666,0.0004767594166666666
2021-11,ES,power,641848.0,0.000641848
2021-12,ES,power,541015.5,0.0005410155
2022-01,ES,power,599788.5833333334,0.0005997885833333333
2022-02,ES,power,500254.0,0.000500254
2022-03,ES,power,438927.6666666666,0.0004389276666666666
2022-04,ES,power,347478.0833333333,0.0003474780833333333
2022-05,ES,power,397658.73333333334,0.00039765873333333336
2022-06,ES,power,602832.0,0.000602832
2022-07,ES,power,733802.6666666666,0.0007338026666666666
2022-08,ES,power,680876.6666666666,0.0006808766666666666
2022-09,ES,power,649114.6666666666,0.0006491146666666666
2022-10,ES,power,626429.3333333334,0.0006264293333333333
2022-11,ES,power,455455.0,0.000455455
2022-12,ES,power,397917.9259259259,0.0003979179259259259
2023-01,ES,power,271166.0833333333,0.00027116608333333333
2023-02,ES,power,441525.0,0.000441525
2023-03,ES,power,334307.1666666667,0.0003343071666666667
2023-04,ES,power,305213.0833333333,0.0003052130833333333
2023-05,ES,power,353398.9166666667,0.00035339891666666667
2023-06,ES,power,460151.0,0.000460151
2023-07,ES,power,475694.3333333333,0.0004756943333333333
2023-08,ES,power,465439.3333333333,0.0004654393333333333
2023-09,ES,power,463737.3333333333,0.0004637373333333333
2023-10,ES,power,389027.79649122804,0.000389027796491228
2023-11,ES,power,271214.2757185517,0.0002712142757185517
2023-12,ES,power,301923.3333333333,0.0003019233333333333
2024-01,ES,power,343979.4166666667,0.00034397941666666667
2024-02,ES,power,227227.33333333334,0.00022722733333333333
2024-03,ES,power,217018.41666666666,0.00021701841666666667
2024-04,ES,power,191395.83333333334,0.00019139583333333335
2024-05,ES,power,216104.0,0.000216104
2024-06,ES,power,233523.58333333334,0.00023352358333333334
2024-07,ES,power,328547.5833333333,0.0003285475833333333
2024-08,ES,power,343060.1666666667,0.0003430601666666667
2024-09,ES,power,285298.3333333333,0.00028529833333333334
2024-10,ES,power,274225.72580645164,0.0002742257258064516
2024-11,ES,power,396138.0,0.000396138
2024-12,ES,power,479017.0333333333,0.0004790170333333333
2025-01,ES,power,88209.64385964912,8.820964385964912e-05
2018-12,FI,power,1095.2,1.0952000000000001e-06
2019-01,FI,power,59946.24166666666,5.9946241666666664e-05
2019-02,FI,power,47558.50833333333,4.7558508333333334e-05
2019-03,FI,power,43527.025,4.3527025e-05
2019-04,FI,power,26267.066666666666,2.6267066666666665e-05
2019-05,FI,power,20065.958333333332,2.0065958333333332e-05
2019-06,FI,power,13347.516666666666,1.3347516666666667e-05
2019-07,FI,power,13777.691666666668,1.3777691666666667e-05
2019-08,FI,power,15521.066666666666,1.5521066666666666e-05
2019-09,FI,power,26943.63333333333,2.694363333333333e-05
2019-10,FI,power,34604.416666666664,3.460441666666667e-05
2019-11,FI,power,36114.78333333333,3.611478333333333e-05
2019-12,FI,power,36564.39166666666,3.656439166666666e-05
2020-01,FI,power,41646.933333333334,4.1646933333333336e-05
2020-02,FI,power,34857.125,3.4857125e-05
2020-03,FI,power,34804.083333333336,3.480408333333334e-05
2020-04,FI,power,24111.141666666666,2.4111141666666665e-05
2020-05,FI,power,24588.566666666666,2.4588566666666667e-05
2020-06,FI,power,19662.166666666668,1.966216666666667e-05
2020-07,FI,power,14353.783333333333,1.4353783333333333e-05
2020-08,FI,power,20824.475,2.0824475e-05
2020-09,FI,power,29734.266666666666,2.9734266666666668e-05
2020-10,FI,power,35566.416666666664,3.556641666666666e-05
2020-11,FI,power,26356.016666666666,2.6356016666666666e-05
2020-12,FI,power,39594.916666666664,3.9594916666666666e-05
2021-01,FI,power,52539.64166666666,5.2539641666666666e-05
2021-02,FI,power,49875.15833333333,4.9875158333333335e-05
2021-03,FI,power,46756.73333333333,4.675673333333333e-05
2021-04,FI,power,30704.083333333332,3.070408333333333e-05
2021-05,FI,power,20115.441666666666,2.0115441666666666e-05
2021-06,FI,power,16351.075,1.6351075e-05
2021-07,FI,power,16164.133333333333,1.6164133333333333e-05
2021-08,FI,power,17432.183333333334,1.7432183333333336e-05
2021-09,FI,power,18579.141666666666,1.8579141666666665e-05
2021-10,FI,power,17589.333333333332,1.758933333333333e-05
2021-11,FI,power,20602.516666666666,2.0602516666666668e-05
2021-12,FI,power,40742.375,4.0742375e-05
2022-01,FI,power,19477.5,1.94775e-05
2022-02,FI,power,14627.241666666667,1.4627241666666666e-05
2022-03,FI,power,14969.55,1.496955e-05
2022-04,FI,power,9054.775,9.054775e-06
2022-05,FI,power,11575.941666666668,1.1575941666666667e-05
2022-06,FI,power,10079.133333333333,1.0079133333333333e-05
2022-07,FI,power,11647.008333333333,1.1647008333333334e-05
2022-08,FI,power,9205.5,9.2055e-06
2022-09,FI,power,7173.8,7.1738e-06
2022-10,FI,power,11173.775,1.1173775e-05
2022-11,FI,power,15086.941666666666,1.5086941666666666e-05
2022-12,FI,power,15420.941666666668,1.542094166666667e-05
2023-01,FI,power,13992.783333333333,1.3992783333333333e-05
2023-02,FI,power,17400.841666666667,1.7400841666666666e-05
2023-03,FI,power,15392.766666666666,1.5392766666666666e-05
2023-04,FI,power,13789.358333333334,1.3789358333333334e-05
2023-05,FI,power,10981.025,1.0981025e-05
2023-06,FI,power,10024.658333333333,1.0024658333333332e-05
2023-07,FI,power,9763.491666666667,9.763491666666667e-06
2023-08,FI,power,10629.091666666667,1.0629091666666668e-05
2023-09,FI,power,9348.175,9.348175e-06
2023-10,FI,power,8813.675,8.813675e-06
2023-11,FI,power,12271.708333333334,1.2271708333333333e-05
2023-12,FI,power,18144.221666666668,1.814422166666667e-05
2024-01,FI,power,21455.308333333334,2.1455308333333333e-05
2024-02,FI,power,16749.408333333333,1.6749408333333334e-05
2024-03,FI,power,17200.677083333332,1.720067708333333e-05
2024-04,FI,power,12317.214583333332,1.2317214583333332e-05
2024-05,FI,power,4062.639583333333,4.062639583333333e-06
2024-06,FI,power,3352.764583333333,3.352764583333333e-06
2024-07,FI,power,2363.0333333333333,2.3630333333333335e-06
2024-08,FI,power,1930.0291666666667,1.930029166666667e-06
2024-09,FI,power,3166.16875,3.16616875e-06
2024-10,FI,power,5546.435416666667,5.546435416666667e-06
2024-11,FI,power,6895.40625,6.89540625e-06
2024-12,FI,power,7669.7625,7.6697625e-06
2025-01,FI,power,5334.631249999999,5.334631249999999e-06
2015-01,FR,household,46202329037.0,46.202329037
2015-02,FR,household,43442390051.0,43.442390051
2015-03,FR,household,34568812311.0,34.568812311
2015-04,FR,household,19189375254.0,19.189375254
2015-05,FR,household,11769796330.0,11.76979633
2015-06,FR,household,7700676197.0,7.700676197
2015-07,FR,household,6419157881.0,6.419157881
2015-08,FR,household,5766356447.0,5.766356447
2015-09,FR,household,9582307647.0,9.582307647
2015-10,FR,household,21470248553.0,21.470248553
2015-11,FR,household,27513108219.0,27.513108219
2015-12,FR,household,32455697648.0,32.455697648
2016-01,FR,household,42098721279.0,42.098721279
2016-02,FR,household,38213298634.0,38.213298634
2016-03,FR,household,37691939860.0,37.69193986
2016-04,FR,household,23837253282.0,23.837253282
2016-05,FR,household,13286502050.0,13.28650205
2016-06,FR,household,8703595351.0,8.703595351
2016-07,FR,household,6638987905.0,6.638987905
2016-08,FR,household,5893034775.0,5.893034775
2016-09,FR,household,7377872182.0,7.377872182
2016-10,FR,household,20759791961.0,20.759791961
2016-11,FR,household,33954206397.0,33.954206397
2016-12,FR,household,44534695084.0,44.534695084
2017-01,FR,household,54431130625.0,54.431130625
2017-02,FR,household,35075730691.0,35.075730691
2017-03,FR,household,28788100312.0,28.788100312
2017-04,FR,household,20091985299.0,20.091985299
2017-05,FR,household,12772487917.0,12.772487917
2017-06,FR,household,6896833841.0,6.896833841
2017-07,FR,household,6460059029.0,6.460059029
2017-08,FR,household,5984382185.0,5.984382185
2017-09,FR,household,9959386061.0,9.959386061
2017-10,FR,household,16030911507.0,16.030911507
2017-11,FR,household,34279174999.0,34.279174999
2017-12,FR,household,43982311667.0,43.982311667
2018-01,FR,household,38941448087.0,38.941448087
2018-02,FR,household,46938097141.0,46.938097141
2018-03,FR,household,38822700569.0,38.822700569
2018-04,FR,household,17366988042.0,17.366988042
2018-05,FR,household,10998403348.0,10.998403348
2018-06,FR,household,7324648066.0,7.324648066
2018-07,FR,household,6324289039.0,6.324289039
2018-08,FR,household,5724407321.0,5.724407321
2018-09,FR,household,8026792234.0,8.026792234
2018-10,FR,household,16863203507.0,16.863203507
2018-11,FR,household,32708558034.0,32.708558034
2018-12,FR,household,38851832153.0,38.851832153
2019-01,FR,household,52043553834.0,52.043553834
2019-02,FR,household,38300246896.0,38.300246896
2019-03,FR,household,33372338358.0,33.372338358
2019-04,FR,household,22783695991.0,22.783695991
2019-05,FR,household,16620587153.0,16.620587153
2019-06,FR,household,8225648425.0,8.225648425
2019-07,FR,household,6881121656.0,6.881121656
2019-08,FR,household,6128745089.0,6.128745089
2019-09,FR,household,8479247374.0,8.479247374
2019-10,FR,household,17537583190.0,17.53758319
2019-11,FR,household,36479069401.0,36.479069401
2019-12,FR,household,41748887003.0,41.748887003
2020-01,FR,household,44753523506.0,44.753523506
2020-02,FR,household,36173264141.0,36.173264141
2020-03,FR,household,33994338003.0,33.994338003
2020-04,FR,household,14773319010.0,14.77331901
2020-05,FR,household,11082231698.0,11.082231698
2020-06,FR,household,8106766842.0,8.106766842
2020-07,FR,household,7139909576.0,7.139909576
2020-08,FR,household,5983647279.0,5.983647279
2020-09,FR,household,9017861141.0,9.017861141
2020-10,FR,household,22860625909.0,22.860625909
2020-11,FR,household,31159013781.0,31.159013781
2020-12,FR,household,42654482600.0,42.6544826
2021-01,FR,household,50804542456.0,50.804542456
2021-02,FR,household,38045288076.0,38.045288076
2021-03,FR,household,36197437107.0,36.197437107
2021-04,FR,household,25798781059.0,25.798781059
2021-05,FR,household,17844345158.0,17.844345158
2021-06,FR,household,7801697904.0,7.801697904
2021-07,FR,household,7176803457.0,7.176803457
2021-08,FR,household,6468724887.0,6.468724887
2021-09,FR,household,8115510091.0,8.115510091
2021-10,FR,household,19836159002.0,19.836159002
2021-11,FR,household,37834679355.0,37.834679355
2021-12,FR,household,43341210663.0,43.341210663
2022-01,FR,household,48675442989.0,48.675442989
2022-02,FR,household,35640648359.0,35.640648359
2022-03,FR,household,30461450909.0,30.461450909
2022-04,FR,household,21479672197.0,21.479672197
2022-05,FR,household,9190137029.0,9.190137029
2022-06,FR,household,7046406604.0,7.046406604
2022-07,FR,household,6061538574.0,6.061538574
2022-08,FR,household,5347793564.0,5.347793564
2022-09,FR,household,8319549611.0,8.319549611
2022-10,FR,household,10772636870.0,10.77263687
2022-11,FR,household,24307079737.0,24.307079737
2022-12,FR,household,39727065432.0,39.727065432
2023-01,FR,household,40183532874.0,40.183532874
2023-02,FR,household,34136212146.0,34.136212146
2023-03,FR,household,29386959137.0,29.386959137
2023-04,FR,household,19762400116.0,19.762400116
2023-05,FR,household,9866578039.0,9.866578039
2023-06,FR,household,6345886660.0,6.34588666
2023-07,FR,household,5755306625.0,5.755306625
2023-08,FR,household,5286234205.0,5.286234205
2023-09,FR,household,6592267850.0,6.59226785
2023-10,FR,household,11409438507.0,11.409438507
2023-11,FR,household,27469968041.0,27.469968041
2023-12,FR,household,34302878234.0,34.302878234
2024-01,FR,household,41582590830.0,41.58259083
2024-02,FR,household,28524468722.0,28.524468722
2024-03,FR,household,25764166040.0,25.76416604
2024-04,FR,household,17583757400.0,17.5837574
2024-05,FR,household,10013691220.0,10.01369122
2024-06,FR,household,7007844713.0,7.007844713
2024-07,FR,household,5876681289.0,5.876681289
2024-08,FR,household,4768026534.0,4.768026534
2024-09,FR,household,7679332925.0,7.679332925
2024-10,FR,household,13430393394.0,13.430393394
2024-11,FR,household,27387280265.0,27.387280265
2024-12,FR,household,36626560796.0,36.626560796
2025-01,FR,household,8676618673.0,8.676618673
2025-02,FR,household,0.0,0.0
2025-03,FR,household,0.0,0.0
2025-04,FR,household,0.0,0.0
2025-05,FR,household,0.0,0.0
2025-06,FR,household,0.0,0.0
2025-07,FR,household,0.0,0.0
2025-08,FR,household,0.0,0.0
2025-09,FR,household,0.0,0.0
2025-10,FR,household,0.0,0.0
2025-11,FR,household,0.0,0.0
2025-12,FR,household,0.0,0.0
2015-01,FR,industry,13382897561.0,13.382897561
2015-02,FR,industry,12698352425.0,12.698352425
2015-03,FR,industry,12951408753.0,12.951408753
2015-04,FR,industry,10797413565.0,10.797413565
2015-05,FR,industry,10106606319.0,10.106606319
2015-06,FR,industry,9208933025.0,9.208933025
2015-07,FR,industry,9157674843.0,9.157674843
2015-08,FR,industry,8079171543.0,8.079171543
2015-09,FR,industry,9441870877.0,9.441870877
2015-10,FR,industry,11902768412.0,11.902768412
2015-11,FR,industry,12842192277.0,12.842192277
2015-12,FR,industry,12956972491.0,12.956972491
2016-01,FR,industry,13202776355.0,13.202776355
2016-02,FR,industry,12182570382.0,12.182570382
2016-03,FR,industry,12369741870.0,12.36974187
