country,year,energy_balance,value,unit,siec,frequency,dataset,source
EU27_2020,2002,FC_IND_TL_E,213812.877,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2003,FC_IND_TL_E,219960.761,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2004,FC_IND_TL_E,203818.513,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2005,FC_IND_TL_E,147865.648,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2006,FC_IND_TL_E,139480.412,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2007,FC_IND_TL_E,115640.999,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2008,FC_IND_TL_E,102736.231,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2009,FC_IND_TL_E,93587.433,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2010,FC_IND_TL_E,88607.81,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2011,FC_IND_TL_E,87370.344,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2012,FC_IND_TL_E,84626.023,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2013,FC_IND_TL_E,85485.034,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2014,FC_IND_TL_E,81007.243,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2015,FC_IND_TL_E,79204.32,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2016,FC_IND_TL_E,81453.608,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2017,FC_IND_TL_E,84624.872,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2018,FC_IND_TL_E,80974.316,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2019,FC_IND_TL_E,79010.377,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2020,FC_IND_TL_E,72286.567,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2021,FC_IND_TL_E,81278.426,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2022,FC_IND_TL_E,70036.545,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2023,FC_IND_TL_E,65596.217,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2024,FC_IND_TL_E,61496.236,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1990,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1991,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1992,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1993,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1994,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1995,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1996,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1997,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1998,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1999,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2000,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2001,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2002,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2003,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2004,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2005,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2006,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2007,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2008,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2009,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2010,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2011,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2012,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2013,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2014,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2015,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2016,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2017,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2018,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2019,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2020,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2021,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2022,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2023,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2024,FC_IND_TL_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1990,FC_IND_WP_E,9490.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1991,FC_IND_WP_E,10119.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1992,FC_IND_WP_E,10608.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1993,FC_IND_WP_E,9420.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1994,FC_IND_WP_E,12830.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1995,FC_IND_WP_E,15920.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1996,FC_IND_WP_E,16382.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1997,FC_IND_WP_E,16380.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1998,FC_IND_WP_E,18696.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1999,FC_IND_WP_E,18673.178,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2000,FC_IND_WP_E,21233.413,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2001,FC_IND_WP_E,21816.284,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2002,FC_IND_WP_E,22919.535,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2003,FC_IND_WP_E,26266.765,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2004,FC_IND_WP_E,36090.92,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2005,FC_IND_WP_E,36062.282,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2006,FC_IND_WP_E,27640.406,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2007,FC_IND_WP_E,26854.712,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2008,FC_IND_WP_E,33210.216,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2009,FC_IND_WP_E,27238.82,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2010,FC_IND_WP_E,30796.527,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2011,FC_IND_WP_E,33790.303,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2012,FC_IND_WP_E,30074.265,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2013,FC_IND_WP_E,29566.174,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2014,FC_IND_WP_E,25212.394,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2015,FC_IND_WP_E,25629.851,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2016,FC_IND_WP_E,27151.222,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2017,FC_IND_WP_E,26984.349,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2018,FC_IND_WP_E,27538.631,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2019,FC_IND_WP_E,24528.951,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2020,FC_IND_WP_E,22682.543,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2021,FC_IND_WP_E,27440.884,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2022,FC_IND_WP_E,21082.771,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2023,FC_IND_WP_E,20137.722,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2024,FC_IND_WP_E,19457.897,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1990,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1991,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1992,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1993,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1994,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1995,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1996,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1997,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1998,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1999,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2000,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2001,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2002,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2003,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2004,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2005,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2006,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2007,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2008,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2009,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2010,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2011,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2012,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2013,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2014,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2015,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2016,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2017,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2018,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2019,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2020,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2021,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2022,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2023,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2024,FC_IND_WP_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1990,FC_NE,656744.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1991,FC_NE,603972.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1992,FC_NE,668724.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1993,FC_NE,601042.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1994,FC_NE,616493.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1995,FC_NE,637509.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1996,FC_NE,659520.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1997,FC_NE,689511.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1998,FC_NE,640180.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1999,FC_NE,636845.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2000,FC_NE,674513.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2001,FC_NE,647268.2,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2002,FC_NE,581572.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2003,FC_NE,604729.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2004,FC_NE,633215.9,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2005,FC_NE,655430.389,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2006,FC_NE,597080.387,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2007,FC_NE,641874.223,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2008,FC_NE,620011.052,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2009,FC_NE,558881.182,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2010,FC_NE,634706.898,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2011,FC_NE,667163.697,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2012,FC_NE,649267.26,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2013,FC_NE,636245.004,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2014,FC_NE,665090.88,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2015,FC_NE,636782.253,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2016,FC_NE,629729.238,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2017,FC_NE,695784.772,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2018,FC_NE,673807.749,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2019,FC_NE,703541.15,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2020,FC_NE,670890.994,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2021,FC_NE,654618.412,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2022,FC_NE,443280.687,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2023,FC_NE,435643.398,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2024,FC_NE,394188.9,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1990,FC_OTH_AF_E,230692.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1991,FC_OTH_AF_E,255622.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1992,FC_OTH_AF_E,210563.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1993,FC_OTH_AF_E,215293.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1994,FC_OTH_AF_E,199719.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1995,FC_OTH_AF_E,203735.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1996,FC_OTH_AF_E,223854.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1997,FC_OTH_AF_E,198138.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1998,FC_OTH_AF_E,196925.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1999,FC_OTH_AF_E,192977.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2000,FC_OTH_AF_E,196945.161,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2001,FC_OTH_AF_E,193891.571,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2002,FC_OTH_AF_E,184671.753,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2003,FC_OTH_AF_E,190007.253,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2004,FC_OTH_AF_E,209067.516,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2005,FC_OTH_AF_E,202770.363,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2006,FC_OTH_AF_E,176727.647,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2007,FC_OTH_AF_E,172108.937,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2008,FC_OTH_AF_E,171767.362,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2009,FC_OTH_AF_E,157538.928,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2010,FC_OTH_AF_E,201845.951,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2011,FC_OTH_AF_E,197053.591,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2012,FC_OTH_AF_E,204826.982,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2013,FC_OTH_AF_E,201838.957,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2014,FC_OTH_AF_E,187120.353,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2015,FC_OTH_AF_E,170177.52,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2016,FC_OTH_AF_E,172314.851,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2017,FC_OTH_AF_E,169520.862,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2018,FC_OTH_AF_E,161249.604,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2019,FC_OTH_AF_E,174481.125,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2020,FC_OTH_AF_E,168061.725,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2021,FC_OTH_AF_E,182171.726,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2022,FC_OTH_AF_E,144823.763,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2023,FC_OTH_AF_E,145990.038,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2024,FC_OTH_AF_E,154350.017,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1990,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1991,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1992,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1993,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1994,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1995,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1996,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1997,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1998,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1999,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2000,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2001,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2002,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2003,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2004,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2005,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2006,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2007,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2008,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2009,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2010,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2011,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2012,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2013,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2014,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2015,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2016,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2017,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2018,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2019,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2020,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2021,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2022,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2023,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2024,FC_OTH_AF_NE,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1990,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1991,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1992,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1993,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1994,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1995,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1996,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1997,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1998,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,1999,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2000,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2001,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2002,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2003,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2004,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2005,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2006,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
EU27_2020,2007,FC_OTH_A_E,0.0,TJ_GCV,G3000,A,NRG_CB_GAS,eurostat
