gasXType,statusDE,statusEN,gastag,slPsyn_H_Gas,slPana_H_Gas,slPsyn_L_Gas,slPana_L_Gas,rlMmT_H_Gas,rlMmT_L_Gas,rlMoT_H_Gas,rlMoT_L_Gas
clearing allocation,final,final,2025-02-09 06:00:00,1441428144,310798392,172616760,66153000,1591370856.0,135327960.0,92136932.0,7488700.0
clearing allocation,final,final,2025-02-10 06:00:00,1478397792,311566104,180552888,65431560,1854057384.0,158459328.0,93691285.0,10631433.0
clearing allocation,final,final,2025-02-11 06:00:00,1449323616,310534656,182842032,61008360,1900566168.0,160802592.0,102047340.0,11175281.0
clearing allocation,final,final,2025-02-12 06:00:00,1419608808,318592416,185772888,65592144,1957724304.0,161298936.0,114406050.0,11869019.0
clearing allocation,final,final,2025-02-13 06:00:00,1472662896,321073176,192192000,67754424,2088384168.0,168387120.0,115508415.0,11665913.0
clearing allocation,final,final,2025-02-14 06:00:00,1551107328,326302752,196150728,65338392,2023317048.0,156219504.0,120617072.0,8833320.0
clearing allocation,final,final,2025-02-15 06:00:00,1583832720,334755672,196649208,69804336,1717963920.0,137574096.0,110759658.0,7752148.0
clearing allocation,final,final,2025-02-16 06:00:00,1640390088,353973576,203696352,70409520,1713658488.0,139397928.0,109404617.0,7765485.0
clearing allocation,final,final,2025-02-17 06:00:00,1738430304,364260312,214331328,72235536,2091974424.0,166011096.0,119490778.0,9269708.0
clearing allocation,final,final,2025-02-18 06:00:00,1770090336,373394496,217400160,73034808,1972426248.0,166345752.0,117638067.0,8840468.0
clearing allocation,final,final,2025-02-19 06:00:00,1721556960,363247944,209711424,72291600,1839585864.0,160829544.0,107370074.0,8298618.0
clearing allocation,final,final,2025-02-20 06:00:00,1510208040,340609824,178769040,66706824,1668877872.0,141414264.0,100575895.0,6174437.0
clearing allocation,final,final,2025-02-21 06:00:00,1171563600,299943288,130331304,54849096,1371118440.0,122014464.0,88361570.0,1249578.0
clearing allocation,final,final,2025-02-22 06:00:00,993452424,259565688,105972072,47247360,1174618512.0,103663944.0,78590383.0,852308.0
clearing allocation,final,final,2025-02-23 06:00:00,936235272,226682352,104203728,42541800,1182838392.0,102837552.0,74491836.0,3877007.0
clearing allocation,final,final,2025-02-24 06:00:00,928028640,218221872,107302848,41029464,1392999048.0,123803760.0,71586433.0,3773278.0
clearing allocation,final,final,2025-02-25 06:00:00,920978472,207911280,110388240,39653160,1675385016.0,126408984.0,82322510.0,5553818.0
clearing allocation,final,final,2025-02-26 06:00:00,1006388928,212774688,120909576,43092240,1715996304.0,132957096.0,88195217.0,2176296.0
clearing allocation,final,final,2025-02-27 06:00:00,1129462680,215233728,136489392,42603000,1784355720.0,135614184.0,89340305.0,6957083.0
clearing allocation,final,final,2025-02-28 06:00:00,1226767392,238783152,145922664,48803688,1730509536.0,135772272.0,94935213.0,7756543.0
clearing allocation,final,final,2025-03-01 06:00:00,1245388200,247552512,148609512,49797144,1438678224.0,119072040.0,92635672.0,7235715.0
clearing allocation,final,final,2025-03-02 06:00:00,1263307008,254357280,150076752,53666544,1364122320.0,116212392.0,84618857.0,5941961.0
clearing allocation,final,final,2025-03-03 06:00:00,1270518672,257206440,152988552,54603600,1556880456.0,132512568.0,81334364.0,7019684.0
clearing allocation,final,final,2025-03-04 06:00:00,1213084752,247337112,147054864,51946560,1571348544.0,133941984.0,76197743.0,7150256.0
clearing allocation,final,final,2025-03-05 06:00:00,1102903224,231463584,130002216,48580872,1481974728.0,126059064.0,76997750.0,6414405.0
clearing allocation,final,final,2025-03-06 06:00:00,984150360,215101536,112319904,43635384,1420605264.0,121315272.0,70454866.0,4155865.0
clearing allocation,final,final,2025-03-07 06:00:00,873657672,192939768,95946456,38783736,1449793680.0,115447536.0,65130875.0,4287912.0
clearing allocation,final,final,2025-03-08 06:00:00,802740672,175872336,86870904,34856664,1127800152.0,97799760.0,61299572.0,777655.0
clearing allocation,final,final,2025-03-09 06:00:00,781927944,169545264,85925376,33438696,1189746000.0,101105376.0,61821522.0,1104637.0
clearing allocation,final,final,2025-03-10 06:00:00,836890776,170864088,96716976,33727080,1551582816.0,121582200.0,74854403.0,6372411.0
clearing allocation,final,final,2025-03-11 06:00:00,906914208,182229768,116323272,37710024,1632260424.0,133652976.0,88249261.0,7037606.0
clearing allocation,final,final,2025-03-12 06:00:00,1012162752,198795792,130662336,38591592,1721599080.0,142344264.0,85582564.0,7111292.0
clearing allocation,final,final,2025-03-13 06:00:00,1142252184,222072144,143496768,47066472,1741344216.0,140383848.0,88035019.0,7599080.0
clearing allocation,final,final,2025-03-14 06:00:00,1207135464,238083000,151810104,50026608,1640368656.0,134458872.0,86327110.0,6881626.0
clearing allocation,final,final,2025-03-15 06:00:00,1191415752,242431752,149440056,49864152,1315119096.0,114782208.0,77342623.0,971321.0
clearing allocation,final,final,2025-03-16 06:00:00,1177608984,241681464,142875216,50269320,1319972352.0,113328072.0,69989370.0,2229835.0
clearing allocation,final,final,2025-03-17 06:00:00,1226321496,251678016,143881800,51389352,1598562480.0,133065744.0,77118704.0,1306673.0
clearing allocation,final,final,2025-03-18 06:00:00,1235519688,253092672,141099504,48214920,1613520456.0,133612464.0,88612479.0,3451536.0
clearing allocation,final,final,2025-03-19 06:00:00,1117169400,242597688,122437584,45757176,1588203792.0,127118424.0,78404362.0,5774146.0
clearing allocation,final,final,2025-03-20 06:00:00,917470344,215700216,98872632,40272744,1464157008.0,120004824.0,73751223.0,4816159.0
clearing allocation,final,final,2025-03-21 06:00:00,710113584,180323040,75972696,32291376,1130902008.0,104884008.0,54589739.0,820275.0
clearing allocation,final,final,2025-03-22 06:00:00,627671784,151753800,68473104,29046912,989021064.0,88193208.0,63361951.0,678496.0
clearing allocation,final,final,2025-03-23 06:00:00,637070712,145806552,72116568,26688456,1121478024.0,93041712.0,55827807.0,1031521.0
clearing allocation,final,final,2025-03-24 06:00:00,653438496,148881072,75055032,25782504,1456719192.0,115782456.0,70429685.0,2539584.0
clearing allocation,final,final,2025-03-25 06:00:00,691883304,154584672,83060784,28686840,1349750064.0,123815856.0,68381707.0,3404465.0
clearing allocation,final,final,2025-03-26 06:00:00,756188040,156810624,91420248,29621832,1466132568.0,129294696.0,72050784.0,5152853.0
clearing allocation,final,final,2025-03-27 06:00:00,771354144,166746048,90397512,31531224,1365185568.0,120595704.0,64232841.0,1094617.0
clearing allocation,final,final,2025-03-28 06:00:00,749398704,170005752,86545464,32604648,1231523184.0,111256872.0,55477659.0,1007437.0
clearing allocation,final,final,2025-03-29 06:00:00,745581202,169192393,86154895,29387330,1007128370.0,91580802.0,49154417.0,974420.0
clearing allocation,final,final,2025-03-30 06:00:00,811220184,165386688,94353216,29180568,1044807096.0,97877520.0,51867181.0,497040.0
clearing allocation,final,final,2025-03-31 06:00:00,858510816,175556016,98685936,29471904,1418632968.0,120110952.0,67282625.0,2491775.0
clearing allocation,final,final,2025-04-01 06:00:00,851512008,177942840,92407704,33053616,1331396472.0,115920432.0,66475042.0,1669263.0
clearing allocation,final,final,2025-04-02 06:00:00,745892160,177871200,83582544,32995536,1204546008.0,108996144.0,56999525.0,1967688.0
clearing allocation,final,final,2025-04-03 06:00:00,628092096,156027792,72129312,29100696,1232972328.0,106920120.0,51914903.0,2140243.0
clearing allocation,final,final,2025-04-04 06:00:00,532506696,130265712,60298056,24140376,1136681136.0,103192368.0,48368498.0,1771305.0
clearing allocation,final,final,2025-04-05 06:00:00,575597832,137701296,67794408,24230328,976694880.0,91549944.0,53237968.0,792233.0
clearing allocation,final,final,2025-04-06 06:00:00,813710016,149771928,89518752,25953912,1161479088.0,97383048.0,56544608.0,2474177.0
clearing allocation,final,final,2025-04-07 06:00:00,881672232,170665824,95820120,25340280,1405465128.0,114298896.0,68582111.0,5275255.0
clearing allocation,final,final,2025-04-08 06:00:00,847580544,168123072,92555472,27822216,1423108128.0,113946576.0,78624089.0,1454216.0
clearing allocation,final,final,2025-04-09 06:00:00,790891032,157368840,86952936,27851088,1322925552.0,119722776.0,75343715.0,1975428.0
clearing allocation,final,final,2025-04-10 06:00:00,735504720,144946776,81386904,26763288,1342018824.0,115239288.0,62433394.0,1529121.0
clearing allocation,final,final,2025-04-11 06:00:00,629510376,142947480,71274984,24935712,1246333968.0,104509632.0,60230820.0,2555779.0
clearing allocation,final,final,2025-04-12 06:00:00,479679048,127273752,52046904,22199592,934828728.0,81721056.0,47234891.0,1303212.0
clearing allocation,final,final,2025-04-13 06:00:00,415385472,110169792,47356416,20213400,934511208.0,82194360.0,43911121.0,417362.0
clearing allocation,final,final,2025-04-14 06:00:00,400245504,93558816,47689824,16606920,1142195808.0,99385464.0,54083554.0,1631758.0
clearing allocation,final,final,2025-04-15 06:00:00,353195448,88093080,40206744,16562880,1082863656.0,96231000.0,61720158.0,656563.0
clearing allocation,final,final,2025-04-16 06:00:00,385497072,84081792,47268528,17466864,1119595920.0,103482408.0,54528205.0,3423940.0
clearing allocation,final,final,2025-04-17 06:00:00,477182016,85395528,60766152,19656240,1139159736.0,103943304.0,43489011.0,4612158.0
clearing allocation,final,final,2025-04-18 06:00:00,603576072,95468376,76563480,23944560,973966632.0,88137552.0,43614737.0,622209.0
clearing allocation,final,final,2025-04-19 06:00:00,578663400,107269680,73617048,25656144,907249896.0,81039552.0,46882972.0,634773.0
clearing allocation,final,final,2025-04-20 06:00:00,516676128,109954320,63604968,22999320,852195456.0,74896464.0,42250327.0,1158024.0
clearing allocation,final,final,2025-04-21 06:00:00,496247352,103629072,57610176,21334704,921199800.0,78856368.0,41165698.0,648271.0
clearing allocation,final,final,2025-04-22 06:00:00,490127688,96570696,56829192,18722304,1205523192.0,102836904.0,50998269.0,4140430.0
clearing allocation,final,final,2025-04-23 06:00:00,480049872,95549616,54684240,18374880,1206390312.0,103476120.0,54549497.0,2444631.0
clearing allocation,final,final,2025-04-24 06:00:00,516642120,97836000,57609720,19143240,1191377616.0,108556848.0,58675064.0,4816429.0
clearing allocation,final,final,2025-04-25 06:00:00,534130104,101370120,58258392,20079672,1145047776.0,107048880.0,49564532.0,2139145.0
clearing allocation,final,final,2025-04-26 06:00:00,501734208,110318880,54300024,20857560,917669064.0,86173824.0,44249286.0,1220814.0
clearing allocation,final,final,2025-04-27 06:00:00,493005648,109679904,54548424,21017472,927542184.0,86751072.0,42491008.0,600732.0
clearing allocation,final,final,2025-04-28 06:00:00,430702392,97662840,49331376,18202776,1120903128.0,99708048.0,45157657.0,4782759.0
clearing allocation,final,final,2025-04-29 06:00:00,351131232,84205464,41137800,14869488,1131094872.0,95940096.0,41964353.0,3648996.0
clearing allocation,final,final,2025-04-30 06:00:00,292153896,69184752,34474464,12808296,994265520.0,88377336.0,40321601.0,5598241.0
clearing allocation,final,final,2025-05-01 06:00:00,228729024,59300808,25658904,10241832,812089272.0,72255888.0,38726050.0,519883.0
clearing allocation,final,final,2025-05-02 06:00:00,210235056,54530400,24785616,9010032,828782664.0,79564872.0,40531585.0,2349927.0
clearing allocation,final,final,2025-05-03 06:00:00,245575728,56536584,31492464,9825120,775553160.0,77021544.0,38721531.0,367478.0
clearing allocation,final,final,2025-05-04 06:00:00,385086576,65690112,48916176,12339864,886373976.0,83754552.0,46585247.0,395960.0
clearing allocation,final,final,2025-05-05 06:00:00,508683960,78662928,59605608,13701888,1133568408.0,105456792.0,65213773.0,1857669.0
clearing allocation,final,final,2025-05-06 06:00:00,562735704,97329912,63284280,16870152,1146596040.0,101995080.0,64138307.0,2405865.0
clearing allocation,final,final,2025-05-07 06:00:00,549485160,103944168,58732632,18073872,1173567624.0,102253224.0,65182200.0,2276442.0
clearing allocation,final,final,2025-05-08 06:00:00,530511600,104940912,55262040,17494632,1186256016.0,101697144.0,64446434.0,2947085.0
clearing allocation,final,final,2025-05-09 06:00:00,481877976,94863480,49134432,15544728,1083040248.0,92636328.0,57516609.0,3087190.0
clearing allocation,final,final,2025-05-10 06:00:00,408016584,87449544,41391288,13657176,857030760.0,71711280.0,45696781.0,1645933.0
clearing allocation,final,final,2025-05-11 06:00:00,355514232,81739392,35524968,11558568,832014840.0,69536904.0,45927034.0,1737552.0
clearing allocation,final,final,2025-05-12 06:00:00,348043680,76384824,34515744,10755888,1050107784.0,85645728.0,46887577.0,2088580.0
clearing allocation,final,final,2025-05-13 06:00:00,324337776,69920352,32431320,10455216,1083813360.0,89425872.0,44884295.0,1972065.0
clearing allocation,final,final,2025-05-14 06:00:00,292703520,64173552,32183424,9363120,1024716048.0,92960208.0,35521751.0,1821585.0
clearing allocation,final,final,2025-05-15 06:00:00,333072096,70502904,36421752,10643904,1047489240.0,92214168.0,43212322.0,3664244.0
clearing allocation,final,final,2025-05-16 06:00:00,369488280,71697168,38763744,10221648,1009288608.0,86988600.0,45082634.0,801556.0
clearing allocation,final,final,2025-05-17 06:00:00,369929904,74524608,38165592,10365312,859502976.0,72676680.0,40560441.0,614440.0
clearing allocation,final,final,2025-05-18 06:00:00,367154160,76928064,38567520,10568280,892080984.0,74796960.0,39276033.0,483564.0
clearing allocation,final,final,2025-05-19 06:00:00,328213104,76777872,34441608,10003344,1096090296.0,91043664.0,54485161.0,5309707.0
clearing allocation,final,final,2025-05-20 06:00:00,279295272,69679416,30021120,9875976,1052952816.0,89993304.0,53197977.0,2706988.0
clearing allocation,final,final,2025-05-21 06:00:00,285311472,67180368,32496840,9764760,1088518272.0,90813984.0,39251063.0,1493688.0
clearing allocation,final,final,2025-05-22 06:00:00,372959328,73572984,43985256,11467368,1143078096.0,98067432.0,47120756.0,1304208.0
clearing allocation,final,final,2025-05-23 06:00:00,459154128,81211800,52235688,12508416,1070972064.0,96151824.0,44197876.0,2487876.0
clearing allocation,final,final,2025-05-24 06:00:00,432824232,85311216,47295768,12740640,828523920.0,75051336.0,44751447.0,350312.0
clearing allocation,final,final,2025-05-25 06:00:00,380877720,87825792,41180520,12543072,859152816.0,74045808.0,43620372.0,2380245.0
clearing allocation,final,final,2025-05-26 06:00:00,341852688,77766192,36085584,13192440,1041494760.0,90479256.0,51043224.0,2782771.0
clearing allocation,final,final,2025-05-27 06:00:00,311307840,75945672,34024872,12961272,1014841224.0,89944776.0,45149383.0,1413245.0
clearing allocation,final,final,2025-05-28 06:00:00,307676928,69178368,34285752,11475456,1032828792.0,85038240.0,44063229.0,722029.0
clearing allocation,final,final,2025-05-29 06:00:00,292464528,68817840,32763576,11677320,819533784.0,70371432.0,37450826.0,1665705.0
clearing allocation,final,final,2025-05-30 06:00:00,221821152,60882672,26321232,9925776,841543056.0,71028696.0,40712433.0,1342475.0
clearing allocation,final,final,2025-05-31 06:00:00,174626496,53999496,20898528,8581320,775851984.0,65096952.0,39025121.0,1138975.0
clearing allocation,final,final,2025-06-01 06:00:00,170114736,46152600,18446184,7725336,791924784.0,63316704.0,35350077.0,267428.0
clearing allocation,final,final,2025-06-02 06:00:00,197407296,44423376,20925768,7447896,1044979536.0,84083808.0,50147724.0,808809.0
clearing allocation,final,final,2025-06-03 06:00:00,194796912,44545176,20098272,7297560,987593184.0,83423136.0,46820447.0,1019610.0
clearing allocation,final,final,2025-06-04 06:00:00,202971864,43750392,22302480,7696704,944407656.0,86567832.0,46000133.0,1649563.0
clearing allocation,final,final,2025-06-05 06:00:00,221519424,45503208,24917952,7717080,935451912.0,86790216.0,37819947.0,620977.0
clearing allocation,final,final,2025-06-06 06:00:00,220456752,44253456,25198200,7798824,885505008.0,80543088.0,35766165.0,711105.0
clearing allocation,final,final,2025-06-07 06:00:00,225681720,47755200,26158656,8296152,753724344.0,67383672.0,34460455.0,299072.0
clearing allocation,final,final,2025-06-08 06:00:00,271312272,53701584,31052184,9801792,724546872.0,65142456.0,34792621.0,261248.0
clearing allocation,final,final,2025-06-09 06:00:00,285893160,59507424,31258848,10017912,792012456.0,68177544.0,36141428.0,491027.0
clearing allocation,final,final,2025-06-10 06:00:00,267630168,60739152,30540888,10454376,942404784.0,84414408.0,34037323.0,1005472.0
clearing allocation,final,final,2025-06-11 06:00:00,251931048,57584112,28950528,10326720,990533424.0,84859536.0,35246089.0,2953426.0
clearing allocation,final,final,2025-06-12 06:00:00,205538424,49840872,23343072,9074640,949992888.0,83931600.0,38079013.0,680182.0
clearing allocation,final,final,2025-06-13 06:00:00,165030336,44500344,17389416,7190640,884169240.0,77358048.0,36689705.0,622965.0
clearing allocation,final,final,2025-06-14 06:00:00,135114840,38125608,14057784,6345264,757525824.0,63400128.0,35790980.0,929209.0
clearing allocation,final,final,2025-06-15 06:00:00,140221944,37107288,15181488,6406080,754679880.0,65379288.0,32329543.0,1667946.0
clearing allocation,final,final,2025-06-16 06:00:00,161626584,37817424,16993896,6171696,948127200.0,80936592.0,41747553.0,1085491.0
clearing allocation,final,final,2025-06-17 06:00:00,163142232,37132368,17086056,6077976,962860512.0,80382312.0,48884838.0,2718899.0
clearing allocation,final,final,2025-06-18 06:00:00,156023256,36087792,17169408,5812608,924727704.0,77250288.0,40196806.0,2053308.0
clearing allocation,final,final,2025-06-19 06:00:00,164545464,38325240,18894720,6362232,831500304.0,73912992.0,31120936.0,660765.0
clearing allocation,final,final,2025-06-20 06:00:00,164393712,37422888,18688176,6025440,859917072.0,73336392.0,31893457.0,2134682.0
clearing allocation,final,final,2025-06-21 06:00:00,141981624,32970312,15683424,5355000,737824416.0,61296768.0,30602093.0,2174306.0
clearing allocation,final,final,2025-06-22 06:00:00,126020520,30948456,13754640,4975344,722444280.0,61446480.0,29420727.0,292818.0
clearing allocation,final,final,2025-06-23 06:00:00,138945936,33873528,15482952,5575800,920025144.0,78569544.0,40934296.0,413216.0
clearing allocation,final,final,2025-06-24 06:00:00,146661024,35114208,16367280,5842632,922464264.0,80993952.0,41202608.0,2184156.0
clearing allocation,final,final,2025-06-25 06:00:00,136965792,32261904,15233304,5110392,994808256.0,81289320.0,45800464.0,913117.0
clearing allocation,final,final,2025-06-26 06:00:00,137251848,33720360,15288480,5368008,914526552.0,82190328.0,35571245.0,1903169.0
clearing allocation,final,final,2025-06-27 06:00:00,142693992,34362384,15520272,5744736,898218504.0,77977224.0,30006096.0,1291572.0
clearing allocation,final,final,2025-06-28 06:00:00,129905496,32130912,14334456,5119440,728898696.0,64354152.0,29518633.0,451502.0
clearing allocation,final,final,2025-06-29 06:00:00,126169512,32013456,13972824,5285784,751111320.0,66682824.0,30216553.0,920119.0
clearing allocation,final,final,2025-06-30 06:00:00,125565216,31251096,13723536,5156112,1003460088.0,78824256.0,42252748.0,3729278.0
clearing allocation,final,final,2025-07-01 06:00:00,117706200,28816320,12047808,4578336,1045922688.0,75639696.0,51593843.0,251289.0
clearing allocation,final,final,2025-07-02 06:00:00,111190224,28465848,11755896,4459584,970084344.0,79692840.0,47978475.0,267948.0
clearing allocation,final,final,2025-07-03 06:00:00,122740008,31272744,13190472,5009496,1001604312.0,83234040.0,34786122.0,333337.0
clearing allocation,final,final,2025-07-04 06:00:00,134100960,32343456,14265192,5089320,889140456.0,81190008.0,32602099.0,257072.0
clearing allocation,final,final,2025-07-05 06:00:00,135977136,31288488,14778528,4908312,701541264.0,67818936.0,30771762.0,137998.0
clearing allocation,final,final,2025-07-06 06:00:00,152110560,32726280,16445544,5137296,772798128.0,67507272.0,33248242.0,143726.0
clearing allocation,final,final,2025-07-07 06:00:00,178269288,33873120,18788880,5687064,943066440.0,83592288.0,42566470.0,264169.0
clearing allocation,final,final,2025-07-08 06:00:00,210575064,39340800,20886024,6488016,937049184.0,87857568.0,46629551.0,255483.0
clearing allocation,final,final,2025-07-09 06:00:00,211552704,39196128,20412264,6399456,966904128.0,87395640.0,48345921.0,255038.0
clearing allocation,final,final,2025-07-10 06:00:00,192184944,38883456,18736224,6017808,960372360.0,83887104.0,43045454.0,265781.0
clearing allocation,final,final,2025-07-11 06:00:00,175948008,37173384,17271960,5939472,868630752.0,74815872.0,35614845.0,189972.0
clearing allocation,final,final,2025-07-12 06:00:00,161804280,35551128,16070088,5511936,725887296.0,64069056.0,34822959.0,136192.0
clearing allocation,final,final,2025-07-13 06:00:00,150830640,34945824,15652776,5414088,762366528.0,63383952.0,41087533.0,149425.0
clearing allocation,final,final,2025-07-14 06:00:00,145589400,33316968,14602248,4972872,907547496.0,74214432.0,41865137.0,247939.0
clearing allocation,final,final,2025-07-15 06:00:00,148996176,36399360,14950680,5337432,915579096.0,75257112.0,40471383.0,233825.0
clearing allocation,final,final,2025-07-16 06:00:00,166461048,37632264,16652832,5589240,955048176.0,77103984.0,43296788.0,261885.0
clearing allocation,final,final,2025-07-17 06:00:00,171387768,36955944,17205312,5546136,984729576.0,78243072.0,33553782.0,267992.0
clearing allocation,final,final,2025-07-18 06:00:00,156139248,35625408,15734232,5457816,947253504.0,75018984.0,30840974.0,472130.0
clearing allocation,final,final,2025-07-19 06:00:00,135150288,33162576,13364832,5173272,709584048.0,61575432.0,23264359.0,179110.0
clearing allocation,final,final,2025-07-20 06:00:00,128134776,33041880,12966816,5022648,743299584.0,61632960.0,24792473.0,176000.0
clearing allocation,final,final,2025-07-21 06:00:00,141463200,33044352,13559544,5249424,928584576.0,74954184.0,30499548.0,259643.0
clearing allocation,final,final,2025-07-22 06:00:00,154007952,33298560,14657544,6120456,881862744.0,74601456.0,28981788.0,208535.0
clearing allocation,final,final,2025-07-23 06:00:00,155824896,34068960,15302088,6072000,940164720.0,74678928.0,29770650.0,246091.0
clearing allocation,final,final,2025-07-24 06:00:00,159152400,34158048,15093768,5974272,1038678264.0,75260352.0,32394701.0,281807.0
clearing allocation,final,final,2025-07-25 06:00:00,155077128,33235440,14711520,6206016,949374864.0,70293432.0,32548177.0,279234.0
clearing allocation,final,final,2025-07-26 06:00:00,150817896,33637800,14192784,5801736,796504968.0,60144552.0,30451437.0,213297.0
clearing allocation,final,final,2025-07-27 06:00:00,160895568,34646520,15332592,5233992,754959816.0,62464776.0,26406536.0,180604.0
clearing allocation,final,final,2025-07-28 06:00:00,182816184,36545160,16959624,5439384,867571728.0,73262232.0,27603916.0,262864.0
clearing allocation,final,final,2025-07-29 06:00:00,192622920,38945952,18193200,5827680,893077704.0,74555760.0,29277457.0,934990.0
clearing allocation,final,final,2025-07-30 06:00:00,197464704,39441384,18493416,5984808,887214768.0,78646872.0,39249617.0,501199.0
clearing allocation,final,final,2025-07-31 06:00:00,194868792,40403304,18644424,5933952,921428208.0,76523232.0,30099915.0,265486.0
clearing allocation,final,final,2025-08-01 06:00:00,193237656,39422016,18027144,5565840,860678520.0,78047376.0,30521452.0,278587.0
clearing allocation,final,final,2025-08-02 06:00:00,198213624,40810152,18112104,6168264,714872832.0,62192376.0,34080306.0,189047.0
clearing allocation,final,final,2025-08-03 06:00:00,202378632,40616760,17698872,6046080,727302264.0,61296912.0,34397890.0,181324.0
clearing allocation,final,final,2025-08-04 06:00:00,189906624,39631176,16278432,5775480,871366848.0,73723920.0,38881049.0,300047.0
clearing allocation,final,final,2025-08-05 06:00:00,183732336,42225024,16756416,6080664,862726248.0,76207656.0,32466784.0,324897.0
clearing allocation,final,final,2025-08-06 06:00:00,188562384,42026040,16674456,5837616,913612824.0,77672448.0,31879684.0,297185.0
clearing allocation,final,final,2025-08-07 06:00:00,171385296,38093712,15238896,5720064,862878552.0,75056424.0,43228176.0,276280.0
clearing allocation,final,final,2025-08-08 06:00:00,148728096,36288192,14141904,5165904,881192616.0,70803720.0,34629608.0,282439.0
clearing allocation,final,final,2025-08-09 06:00:00,131319048,33125448,12878376,4911816,699893280.0,60671184.0,31747550.0,198114.0
clearing allocation,final,final,2025-08-10 06:00:00,135263112,32324424,13436040,5068488,736303176.0,61242264.0,31797562.0,174950.0
clearing allocation,final,final,2025-08-11 06:00:00,137983896,31706016,13356288,4824168,925353576.0,74317200.0,36535867.0,286213.0
clearing allocation,final,final,2025-08-12 06:00:00,128798064,30466296,12278616,4371624,948474240.0,73795320.0,44089774.0,269308.0
clearing allocation,final,final,2025-08-13 06:00:00,116676072,29413872,11078232,4285464,953300808.0,73955712.0,40824659.0,277907.0
clearing allocation,final,final,2025-08-14 06:00:00,111576432,28684368,10551456,4215600,934436880.0,78257112.0,35317420.0,217925.0
clearing allocation,final,final,2025-08-15 06:00:00,111224256,28390728,10771464,4311720,772829112.0,73022904.0,31653965.0,257678.0
clearing allocation,final,final,2025-08-16 06:00:00,121551888,30322368,12204336,4682904,653562216.0,60824808.0,31132623.0,171086.0
clearing allocation,final,final,2025-08-17 06:00:00,142083960,31751376,14295864,4883640,738097512.0,63304200.0,31551889.0,150817.0
clearing allocation,final,final,2025-08-18 06:00:00,152696424,31278648,14845272,4650024,934859976.0,79989936.0,36933769.0,266537.0
clearing allocation,final,final,2025-08-19 06:00:00,149539536,32242968,14652600,4668864,907152528.0,79402056.0,37638657.0,268441.0
clearing allocation,final,final,2025-08-20 06:00:00,152014416,32952048,14749920,5255088,932887800.0,83540928.0,30915962.0,288655.0
clearing allocation,final,final,2025-08-21 06:00:00,165884904,34343376,16252248,5310120,895206048.0,79529520.0,32213987.0,280063.0
clearing allocation,final,final,2025-08-22 06:00:00,194120568,38709216,18992664,5867064,810700176.0,75323376.0,39062567.0,275217.0
clearing allocation,final,final,2025-08-23 06:00:00,221524512,42880800,21523968,6389304,721499736.0,65690112.0,32206108.0,221953.0
clearing allocation,final,final,2025-08-24 06:00:00,237735840,44655264,22587840,6336144,764600760.0,64547040.0,33194099.0,173747.0
clearing allocation,final,final,2025-08-25 06:00:00,233226024,44626320,21404232,6448296,1017065616.0,80584800.0,34579218.0,318770.0
clearing allocation,final,final,2025-08-26 06:00:00,191469072,41341800,17709720,5775072,992207736.0,77695824.0,34017457.0,284890.0
clearing allocation,final,final,2025-08-27 06:00:00,158805408,37884048,14743224,5746320,1033958088.0,81041832.0,32661307.0,238444.0
clearing allocation,final,final,2025-08-28 06:00:00,157899504,36813744,14240520,5780856,1116204360.0,79922928.0,33098036.0,277198.0
clearing allocation,final,final,2025-08-29 06:00:00,165072144,35626104,14820840,5534400,934806504.0,75125184.0,31745499.0,259085.0
clearing allocation,final,final,2025-08-30 06:00:00,173680944,36132840,15461064,5995032,722993472.0,62581800.0,30702932.0,160113.0
clearing allocation,final,final,2025-08-31 06:00:00,171559872,35613048,15121080,5453088,748621800.0,61991256.0,29545479.0,137339.0
clearing allocation,final,final,2025-09-01 06:00:00,178408800,36493128,15239688,5763552,1043734752.0,74125128.0,34552705.0,257216.0
clearing allocation,final,final,2025-09-02 06:00:00,191585712,38470032,16143528,5734080,1035715656.0,75759432.0,35792314.0,369909.0
clearing allocation,final,final,2025-09-03 06:00:00,178983048,35862936,15138792,8701344,881731560.0,75422784.0,36045182.0,179627.0
clearing allocation,final,final,2025-09-04 06:00:00,168851832,36147600,14504880,5325600,1010722032.0,79699776.0,35262627.0,234289.0
clearing allocation,final,final,2025-09-05 06:00:00,193146552,38907240,16192584,5778408,1019484336.0,81688416.0,36453423.0,222311.0
clearing allocation,final,final,2025-09-06 06:00:00,200384496,38636928,16804728,5730696,767259072.0,68330376.0,32543499.0,156241.0
clearing allocation,final,final,2025-09-07 06:00:00,190170120,38950416,15645216,5547936,752999928.0,66822504.0,32162538.0,142838.0
clearing allocation,final,final,2025-09-08 06:00:00,191898768,39210288,15679920,5699448,1109804856.0,79992552.0,41072279.0,226388.0
clearing allocation,final,final,2025-09-09 06:00:00,206175216,42611232,18099528,6578544,1208232192.0,80542392.0,46919794.0,254141.0
clearing allocation,final,final,2025-09-10 06:00:00,223872048,42399672,19168824,6515352,1137516192.0,81929520.0,43922211.0,257467.0
clearing allocation,final,final,2025-09-11 06:00:00,237820272,45634584,20662272,7410456,971978616.0,84318312.0,37150448.0,234799.0
clearing allocation,final,final,2025-09-12 06:00:00,261388872,49144248,22635168,7911240,947527320.0,78766896.0,36999381.0,242599.0
